names,len,word1,word2,Results_Google,Number_Hits_Google
Conocybe filaris,16,Conocybe,filaris,"Aproximadamente 27.300 resultados (0,55 segundos) ",27300
Conocybe vestita,16,Conocybe,vestita,"Aproximadamente 3.570 resultados (0,45 segundos) ",3570
Coprinus comatus,16,Coprinus,comatus,"Aproximadamente 308.000 resultados (0,40 segundos) ",308000
Coprinus ellisii,16,Coprinus,ellisii,"Aproximadamente 10.300 resultados (0,49 segundos) ",10300
Coprinus lagopus,16,Coprinus,lagopus,"Aproximadamente 93.500 resultados (0,41 segundos) ",93500
Coprinus radians,16,Coprinus,radians,"Aproximadamente 130.000 resultados (0,53 segundos) ",130000
Corticium roseum,16,Corticium,roseum,"Aproximadamente 22.800 resultados (0,39 segundos) ",22800
Crucibulum laeve,16,Crucibulum,laeve,"Aproximadamente 56.500 resultados (0,51 segundos) ",56500
Cyathus striatus,16,Cyathus,striatus,"Aproximadamente 118.000 resultados (0,36 segundos) ",118000
Dermocybe crocea,16,Dermocybe,crocea,"Aproximadamente 210.000 resultados (0,30 segundos) ",210000
Descomyces albus,16,Descomyces,albus,"Aproximadamente 3.920 resultados (0,48 segundos) ",3920
Disciotis venosa,16,Disciotis,venosa,"Aproximadamente 28.200 resultados (0,38 segundos) ",28200
Entoloma albidum,16,Entoloma,albidum,"Aproximadamente 56.700 resultados (0,47 segundos) ",56700
Entoloma incanum,16,Entoloma,incanum,"Aproximadamente 29.300 resultados (0,40 segundos) ",29300
Entoloma lividum,16,Entoloma,lividum,"Aproximadamente 25.900 resultados (0,33 segundos) ",25900
Galerina clavata,16,Galerina,clavata,"Aproximadamente 66.500 resultados (0,39 segundos) ",66500
Geastrum minimum,16,Geastrum,minimum,"Aproximadamente 72.100 resultados (0,46 segundos) ",72100
Geastrum sessile,16,Geastrum,sessile,"Aproximadamente 32.100 resultados (0,38 segundos) ",32100
Geastrum triplex,16,Geastrum,triplex,"Aproximadamente 88.700 resultados (0,38 segundos) ",88700
Geopyxis majalis,16,Geopyxis,majalis,"Aproximadamente 4.770 resultados (0,38 segundos) ",4770
Gomphus clavatus,16,Gomphus,clavatus,"Aproximadamente 46.600 resultados (0,36 segundos) ",46600
Grifola frondosa,16,Grifola,frondosa,"Aproximadamente 614.000 resultados (0,50 segundos) ",614000
Gymnopus aquosus,16,Gymnopus,aquosus,"Aproximadamente 56.400 resultados (0,36 segundos) ",56400
Gymnopus fusipes,16,Gymnopus,fusipes,"Aproximadamente 66.900 resultados (0,40 segundos) ",66900
Gyromitra infula,16,Gyromitra,infula,"Aproximadamente 31.800 resultados (0,36 segundos) ",31800
Hebeloma hiemale,16,Hebeloma,hiemale,"Aproximadamente 8.840 resultados (0,62 segundos) ",8840
Helvella sulcata,16,Helvella,sulcata,"Aproximadamente 25.200 resultados (0,37 segundos) ",25200
Helvella villosa,16,Helvella,villosa,"Aproximadamente 10.200 resultados (0,42 segundos) ",10200
Humaria aurantia,16,Humaria,aurantia,"Aproximadamente 16.400 resultados (0,34 segundos) ",16400
Hydnellum peckii,16,Hydnellum,peckii,"Aproximadamente 93.200 resultados (0,36 segundos) ",93200
Hydnotrya carnea,16,Hydnotrya,carnea,"Aproximadamente 7.570 resultados (0,67 segundos) ",7570
Hydnum rufescens,16,Hydnum,rufescens,"Aproximadamente 78.700 resultados (0,32 segundos) ",78700
Hygrocybe conica,16,Hygrocybe,conica,"Aproximadamente 94.500 resultados (0,34 segundos) ",94500
Hygrocybe reidii,16,Hygrocybe,reidii,"Aproximadamente 14.400 resultados (0,35 segundos) ",14400
Hypoxylon fuscum,16,Hypoxylon,fuscum,"Aproximadamente 65.500 resultados (0,33 segundos) ",65500
Inocybe fraudans,16,Inocybe,fraudans,"Aproximadamente 14.500 resultados (0,63 segundos) ",14500
Inocybe maculata,16,Inocybe,maculata,"Aproximadamente 88.100 resultados (0,36 segundos) ",88100
Inocybe queletii,16,Inocybe,queletii,"Aproximadamente 41.000 resultados (0,44 segundos) ",41000
Inocybe sindonia,16,Inocybe,sindonia,"Aproximadamente 13.800 resultados (0,49 segundos) ",13800
Inocybe squamata,16,Inocybe,squamata,"Aproximadamente 66.500 resultados (0,60 segundos) ",66500
Inonotus rheades,16,Inonotus,rheades,"Aproximadamente 16.200 resultados (0,42 segundos) ",16200
Laccaria affinis,16,Laccaria,affinis,"Aproximadamente 89.500 resultados (0,35 segundos) ",89500
Laccaria altaica,16,Laccaria,altaica,"Aproximadamente 14.600 resultados (0,39 segundos) ",14600
Laccaria bicolor,16,Laccaria,bicolor,"Aproximadamente 136.000 resultados (0,72 segundos) ",136000
Laccaria laccata,16,Laccaria,laccata,"Aproximadamente 128.000 resultados (0,41 segundos) ",128000
Laccaria montana,16,Laccaria,montana,"Aproximadamente 75.000 resultados (0,41 segundos) ",75000
Laccaria proxima,16,Laccaria,proxima,"Aproximadamente 111.000 resultados (0,35 segundos) ",111000
Lactarius blumii,16,Lactarius,blumii,"Aproximadamente 41.700 resultados (0,32 segundos) ",41700
Lactarius curtus,16,Lactarius,curtus,"Aproximadamente 63.700 resultados (0,38 segundos) ",63700
Lactarius fluens,16,Lactarius,fluens,"Aproximadamente 15.000 resultados (0,34 segundos) ",15000
Lactarius helvus,16,Lactarius,helvus,"Aproximadamente 32.800 resultados (0,41 segundos) ",32800
Lactarius indigo,16,Lactarius,indigo,"Aproximadamente 78.300 resultados (0,33 segundos) ",78300
Lactarius turpis,16,Lactarius,turpis,"Aproximadamente 32.000 resultados (0,40 segundos) ",32000
Lactarius uvidus,16,Lactarius,uvidus,"Aproximadamente 31.700 resultados (0,38 segundos) ",31700
Lanmaoa fragrans,16,Lanmaoa,fragrans,"Aproximadamente 43.300 resultados (0,41 segundos) ",43300
Leccinum carpini,16,Leccinum,carpini,"Aproximadamente 22.800 resultados (0,48 segundos) ",22800
Leccinum holopus,16,Leccinum,holopus,"Aproximadamente 46.600 resultados (0,39 segundos) ",46600
Leccinum lepidum,16,Leccinum,lepidum,"Aproximadamente 12.000 resultados (0,41 segundos) ",12000
Leccinum scabrum,16,Leccinum,scabrum,"Aproximadamente 138.000 resultados (0,35 segundos) ",138000
Lentinula edodes,16,Lentinula,edodes,"Aproximadamente 413.000 resultados (0,75 segundos) ",413000
Lenzites warneri,16,Lenzites,warneri,"Aproximadamente 7.440 resultados (0,42 segundos) ",7440
Lepiota castanea,16,Lepiota,castanea,"Aproximadamente 40.700 resultados (0,53 segundos) ",40700
Lepiota cristata,16,Lepiota,cristata,"Aproximadamente 84.400 resultados (0,61 segundos) ",84400
Lepiota fulvella,16,Lepiota,fulvella,"Aproximadamente 5.120 resultados (0,35 segundos) ",5120
Lepiota helveola,16,Lepiota,helveola,"Aproximadamente 57.400 resultados (0,63 segundos) ",57400
Lepiota setulosa,16,Lepiota,setulosa,"Aproximadamente 44.800 resultados (0,39 segundos) ",44800
Lepista flaccida,16,Lepista,flaccida,"Aproximadamente 42.300 resultados (0,40 segundos) ",42300
Lepista rickenii,16,Lepista,rickenii,"Aproximadamente 8.540 resultados (0,40 segundos) ",8540
Lycoperdon molle,16,Lycoperdon,molle,"Aproximadamente 29.700 resultados (0,33 segundos) ",29700
Marasmius rotula,16,Marasmius,rotula,"Aproximadamente 292.000 resultados (0,40 segundos) ",292000
Marasmius wynnei,16,Marasmius,wynnei,"Aproximadamente 125.000 resultados (0,36 segundos) ",125000
Mariaella bovina,16,Mariaella,bovina,"Aproximadamente 377.000 resultados (0,42 segundos) ",377000
Mitrula paludosa,16,Mitrula,paludosa,"Aproximadamente 26.900 resultados (0,34 segundos) ",26900
Mycena inclinata,16,Mycena,inclinata,"Aproximadamente 38.800 resultados (0,33 segundos) ",38800
Mycena latifolia,16,Mycena,latifolia,"Aproximadamente 98.500 resultados (0,46 segundos) ",98500
Mycena tenerrima,16,Mycena,tenerrima,"Aproximadamente 8.400 resultados (0,36 segundos) ",8400
Neobulgaria pura,16,Neobulgaria,pura,"Aproximadamente 22.600 resultados (0,47 segundos) ",22600
Omphalina obatra,16,Omphalina,obatra,"Aproximadamente 2.290 resultados (0,46 segundos) ",2290
Otidea cochleata,16,Otidea,cochleata,"Aproximadamente 35.400 resultados (0,46 segundos) ",35400
Peziza ammophila,16,Peziza,ammophila,"Aproximadamente 56.900 resultados (0,40 segundos) ",56900
Phallus hadriani,16,Phallus,hadriani,"Aproximadamente 19.800 resultados (0,38 segundos) ",19800
Pholiota adiposa,16,Pholiota,adiposa,"Aproximadamente 136.000 resultados (0,34 segundos) ",136000
Pholiota flavida,16,Pholiota,flavida,"Aproximadamente 50.700 resultados (0,38 segundos) ",50700
Pholiota gummosa,16,Pholiota,gummosa,"Aproximadamente 19.300 resultados (0,37 segundos) ",19300
Pholiota lubrica,16,Pholiota,lubrica,"Aproximadamente 107.000 resultados (0,40 segundos) ",107000
Pleurotus djamor,16,Pleurotus,djamor,"Aproximadamente 138.000 resultados (0,43 segundos) ",138000
Pluteus cervinus,16,Pluteus,cervinus,"Aproximadamente 68.100 resultados (0,38 segundos) ",68100
Pluteus leoninus,16,Pluteus,leoninus,"Aproximadamente 34.300 resultados (0,39 segundos) ",34300
Pluteus pellitus,16,Pluteus,pellitus,"Aproximadamente 11.400 resultados (0,38 segundos) ",11400
Pluteus romellii,16,Pluteus,romellii,"Aproximadamente 20.700 resultados (0,37 segundos) ",20700
Polyporus badius,16,Polyporus,badius,"Aproximadamente 110.000 resultados (0,43 segundos) ",110000
Polyporus varius,16,Polyporus,varius,"Aproximadamente 98.600 resultados (0,52 segundos) ",98600
Poronia punctata,16,Poronia,punctata,"Aproximadamente 67.300 resultados (0,39 segundos) ",67300
Ramaria abietina,16,Ramaria,abietina,"Aproximadamente 57.700 resultados (0,36 segundos) ",57700
Ramaria botrytis,16,Ramaria,botrytis,"Aproximadamente 42.900 resultados (0,72 segundos) ",42900
Ramaria fumigata,16,Ramaria,fumigata,"Aproximadamente 20.300 resultados (0,40 segundos) ",20300
Ramaria gracilis,16,Ramaria,gracilis,"Aproximadamente 97.500 resultados (0,45 segundos) ",97500
Rhizina undulata,16,Rhizina,undulata,"Aproximadamente 27.200 resultados (0,59 segundos) ",27200
Russula caerulea,16,Russula,caerulea,"Aproximadamente 114.000 resultados (0,33 segundos) ",114000
Russula fragilis,16,Russula,fragilis,"Aproximadamente 138.000 resultados (0,33 segundos) ",138000
Russula minutula,16,Russula,minutula,"Aproximadamente 8.260 resultados (0,35 segundos) ",8260
Russula nauseosa,16,Russula,nauseosa,"Aproximadamente 17.800 resultados (0,41 segundos) ",17800
Russula olivacea,16,Russula,olivacea,"Aproximadamente 94.300 resultados (0,33 segundos) ",94300
Russula puellula,16,Russula,puellula,"Aproximadamente 65.800 resultados (0,45 segundos) ",65800
Russula romellii,16,Russula,romellii,"Aproximadamente 24.900 resultados (0,41 segundos) ",24900
Russula sardonia,16,Russula,sardonia,"Aproximadamente 25.100 resultados (0,39 segundos) ",25100
Russula torulosa,16,Russula,torulosa,"Aproximadamente 26.300 resultados (0,38 segundos) ",26300
Sarcodon cyrneus,16,Sarcodon,cyrneus,"Aproximadamente 6.770 resultados (0,40 segundos) ",6770
Scleroderma cepa,16,Scleroderma,cepa,"Aproximadamente 296.000 resultados (0,45 segundos) ",296000
Sparassis crispa,16,Sparassis,crispa,"Aproximadamente 127.000 resultados (0,42 segundos) ",127000
Stereum hirsutum,16,Stereum,hirsutum,"Aproximadamente 172.000 resultados (0,37 segundos) ",172000
Stereum illudens,16,Stereum,illudens,"Aproximadamente 12.200 resultados (0,39 segundos) ",12200
Suillus bellinii,16,Suillus,bellinii,"Aproximadamente 30.600 resultados (0,40 segundos) ",30600
Suillus flavidus,16,Suillus,flavidus,"Aproximadamente 16.100 resultados (0,41 segundos) ",16100
Suillus viscidus,16,Suillus,viscidus,"Aproximadamente 16.100 resultados (0,35 segundos) ",16100
Tarzetta catinus,16,Tarzetta,catinus,"Aproximadamente 8.820 resultados (0,42 segundos) ",8820
Trametes gibbosa,16,Trametes,gibbosa,"Aproximadamente 122.000 resultados (0,52 segundos) ",122000
Trametes hirsuta,16,Trametes,hirsuta,"Aproximadamente 171.000 resultados (0,46 segundos) ",171000
Trichia botrytis,16,Trichia,botrytis,"Aproximadamente 55.400 resultados (0,41 segundos) ",55400
Tricholoma album,16,Tricholoma,album,"Aproximadamente 102.000 resultados (0,47 segundos) ",102000
Tubaria dispersa,16,Tubaria,dispersa,"Aproximadamente 16.800 resultados (0,35 segundos) ",16800
Tubaria hiemalis,16,Tubaria,hiemalis,"Aproximadamente 12.500 resultados (0,38 segundos) ",12500
Tuber dryophilum,16,Tuber,dryophilum,"Aproximadamente 8.740 resultados (0,44 segundos) ",8740
Tuber panniferum,16,Tuber,panniferum,"Aproximadamente 3.320 resultados (0,34 segundos) ",3320
Typhula contorta,16,Typhula,contorta,"Aproximadamente 17.300 resultados (0,45 segundos) ",17300
Xerocomus badius,16,Xerocomus,badius,"Aproximadamente 111.000 resultados (0,39 segundos) ",111000
Xylaria longipes,16,Xylaria,longipes,"Aproximadamente 194.000 resultados (0,39 segundos) ",194000
Agaricus arvensis,17,Agaricus,arvensis,"Aproximadamente 251.000 resultados (0,37 segundos) ",251000
Agaricus augustus,17,Agaricus,augustus,"Aproximadamente 132.000 resultados (0,42 segundos) ",132000
Agaricus bisporus,17,Agaricus,bisporus,"Aproximadamente 2.100.000 resultados (0,43 segundos) ",2100
Agaricus comtulus,17,Agaricus,comtulus,"Aproximadamente 12.700 resultados (0,41 segundos) ",12700
Agaricus essettei,17,Agaricus,essettei,"Aproximadamente 16.700 resultados (0,36 segundos) ",16700
Agaricus gennadii,17,Agaricus,gennadii,"Aproximadamente 9.400 resultados (0,39 segundos) ",9400
Agaricus iodosmus,17,Agaricus,iodosmus,"Aproximadamente 3.210 resultados (0,35 segundos) ",3210
Agaricus moelleri,17,Agaricus,moelleri,"Aproximadamente 25.000 resultados (0,39 segundos) ",25000
Agaricus pequinii,17,Agaricus,pequinii,"Aproximadamente 6.840 resultados (0,78 segundos) ",6840
Agrocybe aegerita,17,Agrocybe,aegerita,"Aproximadamente 91.100 resultados (0,39 segundos) ",91100
Agrocybe elatella,17,Agrocybe,elatella,"Aproximadamente 4.050 resultados (0,46 segundos) ",4050
Agrocybe pediades,17,Agrocybe,pediades,"Aproximadamente 74.100 resultados (0,44 segundos) ",74100
Agrocybe vervacti,17,Agrocybe,vervacti,"Aproximadamente 9.240 resultados (0,33 segundos) ",9240
Amanita asteropus,17,Amanita,asteropus,"Aproximadamente 3.510 resultados (0,64 segundos) ",3510
Amanita battarrae,17,Amanita,battarrae,"Aproximadamente 456.000 resultados (0,42 segundos) ",456000
Amanita breckonii,17,Amanita,breckonii,"Aproximadamente 2.030 resultados (0,36 segundos) ",2030
Amanita frostiana,17,Amanita,frostiana,"Aproximadamente 10.300 resultados (0,36 segundos) ",10300
Amanita gilbertii,17,Amanita,gilbertii,"Aproximadamente 3.590 resultados (0,37 segundos) ",3590
Amanita gracilior,17,Amanita,gracilior,"Aproximadamente 49.200 resultados (0,36 segundos) ",49200
Amanita hemibapha,17,Amanita,hemibapha,"Aproximadamente 31.900 resultados (0,36 segundos) ",31900
Amanita jacksonii,17,Amanita,jacksonii,"Aproximadamente 24.700 resultados (0,37 segundos) ",24700
Amanita novinupta,17,Amanita,novinupta,"Aproximadamente 6.560 resultados (0,41 segundos) ",6560
Amanita ponderosa,17,Amanita,ponderosa,"Aproximadamente 37.400 resultados (0,39 segundos) ",37400
Amanita porphyria,17,Amanita,porphyria,"Aproximadamente 539.000 resultados (0,46 segundos) ",539000
Amanita rubescens,17,Amanita,rubescens,"Aproximadamente 262.000 resultados (0,43 segundos) ",262000
Amanita smithiana,17,Amanita,smithiana,"Aproximadamente 15.800 resultados (0,44 segundos) ",15800
Amanita torrendii,17,Amanita,torrendii,"Aproximadamente 21.800 resultados (0,40 segundos) ",21800
Amanita velatipes,17,Amanita,velatipes,"Aproximadamente 9.310 resultados (0,42 segundos) ",9310
Armillaria mellea,17,Armillaria,mellea,"Aproximadamente 380.000 resultados (0,41 segundos) ",380000
Arrhenia rickenii,17,Arrhenia,rickenii,"Aproximadamente 9.790 resultados (0,42 segundos) ",9790
Baeospora myosura,17,Baeospora,myosura,"Aproximadamente 21.000 resultados (0,41 segundos) ",21000
Balsamia vulgaris,17,Balsamia,vulgaris,"Aproximadamente 5.410 resultados (0,38 segundos) ",5410
Bolbitius elegans,17,Bolbitius,elegans,"Aproximadamente 14.100 resultados (0,36 segundos) ",14100
Boletinus cavipes,17,Boletinus,cavipes,"Aproximadamente 19.100 resultados (0,49 segundos) ",19100
Boletopsis grisea,17,Boletopsis,grisea,"Aproximadamente 23.000 resultados (0,52 segundos) ",23000
Boletus depilatus,17,Boletus,depilatus,"Aproximadamente 10.200 resultados (0,37 segundos) ",10200
Boletus fechtneri,17,Boletus,fechtneri,"Aproximadamente 16.100 resultados (0,38 segundos) ",16100
Boletus impolitus,17,Boletus,impolitus,"Aproximadamente 50.300 resultados (0,44 segundos) ",50300
Boletus pruinatus,17,Boletus,pruinatus,"Aproximadamente 26.200 resultados (0,41 segundos) ",26200
Boletus purpureus,17,Boletus,purpureus,"Aproximadamente 98.100 resultados (0,41 segundos) ",98100
Boletus speciosus,17,Boletus,speciosus,"Aproximadamente 78.200 resultados (0,44 segundos) ",78200
Calvatia gigantea,17,Calvatia,gigantea,"Aproximadamente 113.000 resultados (0,53 segundos) ",113000
Ciboria amentacea,17,Ciboria,amentacea,"Aproximadamente 17.700 resultados (0,44 segundos) ",17700
Clavaria fragilis,17,Clavaria,fragilis,"Aproximadamente 93.800 resultados (0,39 segundos) ",93800
Clavulina cinerea,17,Clavulina,cinerea,"Aproximadamente 79.100 resultados (0,33 segundos) ",79100
Clitocybe candida,17,Clitocybe,candida,"Aproximadamente 123.000 resultados (0,39 segundos) ",123000
Clitocybe catinus,17,Clitocybe,catinus,"Aproximadamente 7.800 resultados (0,40 segundos) ",7800
Clitocybe costata,17,Clitocybe,costata,"Aproximadamente 22.400 resultados (0,36 segundos) ",22400
Clitocybe festiva,17,Clitocybe,festiva,"Aproximadamente 262.000 resultados (0,38 segundos) ",262000
Clitocybe fragans,17,Clitocybe,fragans,"Aproximadamente 35.500 resultados (0,41 segundos) ",35500
Collybia cirrhata,17,Collybia,cirrhata,"Aproximadamente 19.100 resultados (0,64 segundos) ",19100
Collybia distorta,17,Collybia,distorta,"Aproximadamente 58.600 resultados (0,36 segundos) ",58600
Collybia maculata,17,Collybia,maculata,"Aproximadamente 105.000 resultados (0,39 segundos) ",105000
Collybia peronata,17,Collybia,peronata,"Aproximadamente 15.800 resultados (0,38 segundos) ",15800
Collybia tuberosa,17,Collybia,tuberosa,"Aproximadamente 73.100 resultados (0,40 segundos) ",73100
Colus hirudinosus,17,Colus,hirudinosus,"Aproximadamente 53.400 resultados (0,34 segundos) ",53400
Conocybe arrhenii,17,Conocybe,arrhenii,"Aproximadamente 5.480 resultados (0,49 segundos) ",5480
Coprinus alopecia,17,Coprinus,alopecia,"Aproximadamente 12.000 resultados (0,39 segundos) ",12000
Coprinus kuehneri,17,Coprinus,kuehneri,"Aproximadamente 7.090 resultados (0,47 segundos) ",7090
Coprinus micaceus,17,Coprinus,micaceus,"Aproximadamente 67.900 resultados (0,38 segundos) ",67900
Coprinus picaceus,17,Coprinus,picaceus,"Aproximadamente 25.400 resultados (0,62 segundos) ",25400
