names,word1,word2,Results_Google,Number_Hits_Google
Caloscypha fulgens,Caloscypha,fulgens,"Aproximadamente 33.400 resultados (0,43 segundos) ",33400.0
Calvatia cyathiformis,Calvatia,cyathiformis,"Aproximadamente 77.300 resultados (0,40 segundos) ",77300.0
Calvatia excipuliformis,Calvatia,excipuliformis,"Aproximadamente 36.800 resultados (0,69 segundos) ",36800.0
Calvatia gigantea,Calvatia,gigantea,"Aproximadamente 113.000 resultados (0,53 segundos) ",113000.0
Calvatia utriformis,Calvatia,utriformis,"Aproximadamente 21.000 resultados (0,32 segundos) ",21000.0
Camarophyllus colemannianus,Camarophyllus,colemannianus,"Aproximadamente 4.630 resultados (0,38 segundos) ",4630.0
Camarophyllus lacmus,Camarophyllus,lacmus,"Aproximadamente 12.700 resultados (0,39 segundos) ",12700.0
Camarophyllus niveus,Camarophyllus,niveus,"Aproximadamente 66.400 resultados (0,45 segundos) ",66400.0
Camarophyllus pratensis,Camarophyllus,pratensis,"Aproximadamente 54.700 resultados (0,42 segundos) ",54700.0
Camarophyllus russocoriaceus,Camarophyllus,russocoriaceus,"Aproximadamente 11.100 resultados (0,40 segundos) ",11100.0
Camarophyllus virgineus,Camarophyllus,virgineus,"Aproximadamente 17.800 resultados (0,36 segundos) ",17800.0
Cantharellus,Cantharellus,,"Aproximadamente 276.000 resultados (0,39 segundos) ",276000.0
Cantharellus carbonarius,Cantharellus,carbonarius,"Aproximadamente 8.510 resultados (0,35 segundos) ",8510.0
Cantharellus cibarius,Cantharellus,cibarius,"Aproximadamente 412.000 resultados (0,87 segundos) ",412000.0
Cantharellus cinereus,Cantharellus,cinereus,"Aproximadamente 98.700 resultados (0,47 segundos) ",98700.0
Cantharellus ferruginascens,Cantharellus,ferruginascens,"Aproximadamente 9.420 resultados (0,42 segundos) ",9420.0
Cantharellus friesii,Cantharellus,friesii,"Aproximadamente 57.400 resultados (0,35 segundos) ",57400.0
Cantharellus ianthinoxanthus,Cantharellus,ianthinoxanthus,"Aproximadamente 4.950 resultados (0,38 segundos) ",4950.0
Cantharellus lutescens,Cantharellus,lutescens,"Aproximadamente 90.400 resultados (0,43 segundos) ",90400.0
Cantharellus melanoxeros,Cantharellus,melanoxeros,"Aproximadamente 8.610 resultados (0,34 segundos) ",8610.0
Cantharellus subpruinosus,Cantharellus,subpruinosus,"Aproximadamente 9.560 resultados (0,43 segundos) ",9560.0
Cantharellus tubaeformis,Cantharellus,tubaeformis,"Aproximadamente 58.300 resultados (0,87 segundos) ",58300.0
Cantherellus tubaeformis,Cantherellus,tubaeformis,"Aproximadamente 58.300 resultados (0,43 segundos) ",58300.0
Ceratiomyxa fruticulosa,Ceratiomyxa,fruticulosa,"Aproximadamente 73.600 resultados (0,39 segundos) ",73600.0
Ceratiomyxa porioides,Ceratiomyxa,porioides,"Aproximadamente 15.700 resultados (0,49 segundos) ",15700.0
Cerioporus corylinus,Cerioporus,corylinus,"Aproximadamente 419 resultados (0,51 segundos) ",0.0
Cerioporus rhizophilus,Cerioporus,rhizophilus,"Aproximadamente 427 resultados (0,36 segundos) ",0.0
Cerioporus squamosus,Cerioporus,squamosus,"Aproximadamente 56.400 resultados (0,37 segundos) ",56400.0
Cerocorticium confluens,Cerocorticium,confluens,"Aproximadamente 5.710 resultados (0,47 segundos) ",5710.0
Cerocorticium molare,Cerocorticium,molare,"Aproximadamente 4.830 resultados (0,39 segundos) ",4830.0
Cerrena unicolor,Cerrena,unicolor,"Aproximadamente 81.600 resultados (0,39 segundos) ",81600.0
Chalciporus amarellus,Chalciporus,amarellus,"Aproximadamente 4.990 resultados (0,45 segundos) ",4990.0
Chalciporus hypochryseus,Chalciporus,hypochryseus,"Aproximadamente 1.980 resultados (0,37 segundos) ",1980.0
Chalciporus piperatus,Chalciporus,piperatus,"Aproximadamente 34.000 resultados (0,40 segundos) ",34000.0
Chalciporus rubinus,Chalciporus,rubinus,"Aproximadamente 6.100 resultados (0,54 segundos) ",6100.0
Chamaemyces fracidus,Chamaemyces,fracidus,"Aproximadamente 9.030 resultados (0,38 segundos) ",9030.0
Cheilymenia crucipila,Cheilymenia,crucipila,"Aproximadamente 4.480 resultados (0,38 segundos) ",4480.0
Cheilymenia fimicola,Cheilymenia,fimicola,"Aproximadamente 7.990 resultados (0,37 segundos) ",7990.0
Cheilymenia granulata,Cheilymenia,granulata,"Aproximadamente 10.400 resultados (0,43 segundos) ",10400.0
Cheilymenia stercorea,Cheilymenia,stercorea,"Aproximadamente 13.300 resultados (0,40 segundos) ",13300.0
Chlorociboria aeruginascens,Chlorociboria,aeruginascens,"Aproximadamente 35.300 resultados (0,33 segundos) ",35300.0
Chlorophyllum brunneum,Chlorophyllum,brunneum,"Aproximadamente 56.700 resultados (0,31 segundos) ",56700.0
Chlorophyllum molybdites,Chlorophyllum,molybdites,"Aproximadamente 89.100 resultados (0,46 segundos) ",89100.0
Chlorophyllum olivieri,Chlorophyllum,olivieri,"Aproximadamente 50.300 resultados (0,33 segundos) ",50300.0
Chlorophyllum rachodes,Chlorophyllum,rachodes,"Aproximadamente 54.400 resultados (0,47 segundos) ",54400.0
Chlorophyllum rhacodes,Chlorophyllum,rhacodes,"Aproximadamente 54.400 resultados (0,30 segundos) ",54400.0
Chlorosplenium aeruginascens,Chlorosplenium,aeruginascens,"Aproximadamente 11.400 resultados (0,53 segundos) ",11400.0
Chlorosplenium aeruginosum,Chlorosplenium,aeruginosum,"Aproximadamente 6.600 resultados (0,35 segundos) ",6600.0
Choiromyces magnusii,Choiromyces,magnusii,"Aproximadamente 3.820 resultados (0,45 segundos) ",3820.0
Choiromyces meandriformis,Choiromyces,meandriformis,"Aproximadamente 26.200 resultados (0,41 segundos) ",26200.0
Choiromyces venosus,Choiromyces,venosus,"Aproximadamente 29.600 resultados (0,37 segundos) ",29600.0
Chondrogaster angustisporus,Chondrogaster,angustisporus,"Aproximadamente 2.520 resultados (0,43 segundos) ",2520.0
Chondrogaster pachysporus,Chondrogaster,pachysporus,"Aproximadamente 2.540 resultados (0,43 segundos) ",2540.0
Chondrostereum purpureum,Chondrostereum,purpureum,"Aproximadamente 58.400 resultados (0,50 segundos) ",58400.0
Chromosera viola,Chromosera,viola,"Aproximadamente 2.500 resultados (0,37 segundos) ",2500.0
Chroogomphus,Chroogomphus,,"Aproximadamente 6.590 resultados (0,35 segundos) ",6590.0
Chroogomphus fulmineus,Chroogomphus,fulmineus,"Aproximadamente 7.060 resultados (0,38 segundos) ",7060.0
Chroogomphus helveticus,Chroogomphus,helveticus,"Aproximadamente 9.840 resultados (0,40 segundos) ",9840.0
Chroogomphus rutilus,Chroogomphus,rutilus,"Aproximadamente 36.400 resultados (0,49 segundos) ",36400.0
Ciboria amentacea,Ciboria,amentacea,"Aproximadamente 17.700 resultados (0,44 segundos) ",17700.0
Ciboria batschiana,Ciboria,batschiana,"Aproximadamente 6.190 resultados (0,40 segundos) ",6190.0
Ciboria caucus,Ciboria,caucus,"Aproximadamente 665.000 resultados (0,39 segundos) ",665000.0
Ciboria coryli,Ciboria,coryli,"Aproximadamente 13.300 resultados (0,45 segundos) ",13300.0
Clathrus archeri,Clathrus,archeri,"Aproximadamente 68.800 resultados (0,35 segundos) ",68800.0
Clathrus ruber,Clathrus,ruber,"Aproximadamente 66.500 resultados (0,37 segundos) ",66500.0
Clavaria acuta,Clavaria,acuta,"Aproximadamente 79.800 resultados (0,36 segundos) ",79800.0
Clavaria argillacea,Clavaria,argillacea,"Aproximadamente 25.300 resultados (0,44 segundos) ",25300.0
Clavaria fragilis,Clavaria,fragilis,"Aproximadamente 93.800 resultados (0,39 segundos) ",93800.0
Clavaria fumosa,Clavaria,fumosa,"Aproximadamente 63.200 resultados (0,47 segundos) ",63200.0
Clavaria vermicularis ,Clavaria,vermicularis,"Aproximadamente 24.100 resultados (0,42 segundos) ",24100.0
Clavaria zollingeri,Clavaria,zollingeri,"Aproximadamente 99.400 resultados (0,40 segundos) ",99400.0
Clavariaceae,Clavariaceae,,"Aproximadamente 310.000 resultados (0,35 segundos) ",310000.0
Clavariadelphus ligula,Clavariadelphus,ligula,"Aproximadamente 22.300 resultados (0,39 segundos) ",22300.0
Clavariadelphus pistillaris,Clavariadelphus,pistillaris,"Aproximadamente 45.500 resultados (0,35 segundos) ",45500.0
Clavariadelphus truncatus,Clavariadelphus,truncatus,"Aproximadamente 21.100 resultados (0,62 segundos) ",21100.0
Claviceps purpurea,Claviceps,purpurea,"Aproximadamente 314.000 resultados (0,39 segundos) ",314000.0
Clavulina amethystina,Clavulina,amethystina,"Aproximadamente 85.000 resultados (0,41 segundos) ",85000.0
Clavulina cinerea,Clavulina,cinerea,"Aproximadamente 79.100 resultados (0,33 segundos) ",79100.0
Clavulina cristata,Clavulina,cristata,"Aproximadamente 79.600 resultados (0,28 segundos) ",79600.0
Clavulina rugosa,Clavulina,rugosa,"Aproximadamente 74.200 resultados (0,35 segundos) ",74200.0
Clavulinaceae,Clavulinaceae,,"Aproximadamente 64.600 resultados (0,31 segundos) ",64600.0
Clavulinopsis corniculata,Clavulinopsis,corniculata,"Aproximadamente 59.700 resultados (0,30 segundos) ",59700.0
Clavulinopsis fusiformis,Clavulinopsis,fusiformis,"Aproximadamente 53.800 resultados (0,38 segundos) ",53800.0
Clavulinopsis helvola,Clavulinopsis,helvola,"Aproximadamente 14.400 resultados (0,40 segundos) ",14400.0
Clavulinopsis luteoalba,Clavulinopsis,luteoalba,"Aproximadamente 11.400 resultados (0,36 segundos) ",11400.0
Climacocystis borealis,Climacocystis,borealis,"Aproximadamente 43.600 resultados (0,46 segundos) ",43600.0
Clitocella popinalis,Clitocella,popinalis,"Aproximadamente 2.200 resultados (0,47 segundos) ",2200.0
Clitocybe acromelalga,Clitocybe,acromelalga,"Aproximadamente 112.000 resultados (0,37 segundos) ",112000.0
Clitocybe albofragans,Clitocybe,albofragans,"Aproximadamente 2.970 resultados (0,52 segundos) ",2970.0
Clitocybe alexandri,Clitocybe,alexandri,"Aproximadamente 14.100 resultados (0,34 segundos) ",14100.0
Clitocybe alnetorum,Clitocybe,alnetorum,"Aproximadamente 7.170 resultados (0,36 segundos) ",7170.0
Clitocybe amoenolens,Clitocybe,amoenolens,"Aproximadamente 25.300 resultados (0,47 segundos) ",25300.0
Clitocybe barbularum,Clitocybe,barbularum,"Aproximadamente 4.470 resultados (0,54 segundos) ",4470.0
Clitocybe candicans,Clitocybe,candicans,"Aproximadamente 20.000 resultados (0,38 segundos) ",20000.0
Clitocybe candida,Clitocybe,candida,"Aproximadamente 123.000 resultados (0,39 segundos) ",123000.0
Clitocybe catinus,Clitocybe,catinus,"Aproximadamente 7.800 resultados (0,40 segundos) ",7800.0
Clitocybe cerussata,Clitocybe,cerussata,"Aproximadamente 16.700 resultados (0,35 segundos) ",16700.0
Clitocybe clavipes,Clitocybe,clavipes,"Aproximadamente 60.900 resultados (0,43 segundos) ",60900.0
Clitocybe costata,Clitocybe,costata,"Aproximadamente 22.400 resultados (0,36 segundos) ",22400.0
Clitocybe dealbata,Clitocybe,dealbata,"Aproximadamente 33.900 resultados (0,35 segundos) ",33900.0
Clitocybe decembris,Clitocybe,decembris,"Aproximadamente 5.290 resultados (0,37 segundos) ",5290.0
Clitocybe diatreta,Clitocybe,diatreta,"Aproximadamente 6.440 resultados (0,34 segundos) ",6440.0
Clitocybe ditopa,Clitocybe,ditopa,"Aproximadamente 7.890 resultados (0,42 segundos) ",7890.0
Clitocybe ericetorum,Clitocybe,ericetorum,"Aproximadamente 17.700 resultados (0,38 segundos) ",17700.0
Clitocybe festiva,Clitocybe,festiva,"Aproximadamente 262.000 resultados (0,38 segundos) ",262000.0
Clitocybe fimiphila,Clitocybe,fimiphila,"Aproximadamente 1.710 resultados (0,33 segundos) ",1710.0
Clitocybe fontqueri,Clitocybe,fontqueri,"Aproximadamente 3.890 resultados (0,34 segundos) ",3890.0
Clitocybe fragans,Clitocybe,fragans,"Aproximadamente 35.500 resultados (0,41 segundos) ",35500.0
Clitocybe fragrans,Clitocybe,fragrans,"Aproximadamente 35.500 resultados (0,30 segundos) ",35500.0
Clitocybe geotropa,Clitocybe,geotropa,"Aproximadamente 42.700 resultados (0,38 segundos) ",42700.0
Clitocybe gibba,Clitocybe,gibba,"Aproximadamente 50.900 resultados (0,36 segundos) ",50900.0
Clitocybe gracilipes,Clitocybe,gracilipes,"Aproximadamente 3.860 resultados (0,38 segundos) ",3860.0
Clitocybe graminicola,Clitocybe,graminicola,"Aproximadamente 13.600 resultados (0,36 segundos) ",13600.0
Clitocybe inornata,Clitocybe,inornata,"Aproximadamente 15.800 resultados (0,36 segundos) ",15800.0
Clitocybe maxima,Clitocybe,maxima,"Aproximadamente 32.100 resultados (0,34 segundos) ",32100.0
Clitocybe metachroa,Clitocybe,metachroa,"Aproximadamente 27.800 resultados (0,40 segundos) ",27800.0
Clitocybe multiceps,Clitocybe,multiceps,"Aproximadamente 3.270 resultados (0,35 segundos) ",3270.0
Clitocybe nebularis,Clitocybe,nebularis,"Aproximadamente 70.700 resultados (0,39 segundos) ",70700.0
Clitocybe nuda,Clitocybe,nuda,"Aproximadamente 81.300 resultados (0,47 segundos) ",81300.0
Clitocybe odora,Clitocybe,odora,"Aproximadamente 53.400 resultados (0,39 segundos) ",53400.0
Clitocybe phaeophthalma,Clitocybe,phaeophthalma,"Aproximadamente 10.300 resultados (0,40 segundos) ",10300.0
Clitocybe phyllophila,Clitocybe,phyllophila,"Aproximadamente 24.400 resultados (0,41 segundos) ",24400.0
Clitocybe plana,Clitocybe,plana,"Aproximadamente 12.300 resultados (0,34 segundos) ",12300.0
Clitocybe rivulosa,Clitocybe,rivulosa,"Aproximadamente 21.100 resultados (0,37 segundos) ",21100.0
Clitocybe sinopica,Clitocybe,sinopica,"Aproximadamente 9.790 resultados (0,36 segundos) ",9790.0
Clitocybe squamulosa,Clitocybe,squamulosa,"Aproximadamente 17.000 resultados (0,37 segundos) ",17000.0
Clitocybe subsinopica,Clitocybe,subsinopica,"Aproximadamente 1.840 resultados (0,36 segundos) ",1840.0
Clitocybe umbilicata,Clitocybe,umbilicata,"Aproximadamente 5.490 resultados (0,49 segundos) ",5490.0
Clitocybe vermicularis,Clitocybe,vermicularis,"Aproximadamente 17.700 resultados (0,42 segundos) ",17700.0
Clitocybe vibecina,Clitocybe,vibecina,"Aproximadamente 13.900 resultados (0,39 segundos) ",13900.0
Clitopilus geminus,Clitopilus,geminus,"Aproximadamente 6.700 resultados (0,41 segundos) ",6700.0
Clitopilus prunulus,Clitopilus,prunulus,"Aproximadamente 45.600 resultados (0,34 segundos) ",45600.0
Collybia asema,Collybia,asema,"Aproximadamente 8.650 resultados (0,39 segundos) ",8650.0
Collybia butyracea,Collybia,butyracea,"Aproximadamente 36.600 resultados (0,49 segundos) ",36600.0
Collybia cirrhata,Collybia,cirrhata,"Aproximadamente 19.100 resultados (0,64 segundos) ",19100.0
Collybia confluens,Collybia,confluens,"Aproximadamente 101.000 resultados (0,37 segundos) ",101000.0
Collybia cookei,Collybia,cookei,"Aproximadamente 22.000 resultados (0,45 segundos) ",22000.0
Collybia distorta,Collybia,distorta,"Aproximadamente 58.600 resultados (0,36 segundos) ",58600.0
Collybia dryophila,Collybia,dryophila,"Aproximadamente 51.800 resultados (0,41 segundos) ",51800.0
Collybia erythropus,Collybia,erythropus,"Aproximadamente 39.800 resultados (0,61 segundos) ",39800.0
Collybia filamentosa,Collybia,filamentosa,"Aproximadamente 50.400 resultados (0,40 segundos) ",50400.0
Collybia fodiens,Collybia,fodiens,"Aproximadamente 9.550 resultados (0,48 segundos) ",9550.0
Collybia fuscopurpurea,Collybia,fuscopurpurea,"Aproximadamente 4.830 resultados (0,36 segundos) ",4830.0
Collybia fusipes,Collybia,fusipes,"Aproximadamente 66.000 resultados (0,38 segundos) ",66000.0
Collybia kuehneriana,Collybia,kuehneriana,"Aproximadamente 5.230 resultados (0,35 segundos) ",5230.0
Collybia maculata,Collybia,maculata,"Aproximadamente 105.000 resultados (0,39 segundos) ",105000.0
Collybia ocior,Collybia,ocior,"Aproximadamente 32.900 resultados (0,47 segundos) ",32900.0
Collybia peronata,Collybia,peronata,"Aproximadamente 15.800 resultados (0,38 segundos) ",15800.0
Collybia platyphylla,Collybia,platyphylla,"Aproximadamente 68.900 resultados (0,35 segundos) ",68900.0
Collybia tuberosa,Collybia,tuberosa,"Aproximadamente 73.100 resultados (0,40 segundos) ",73100.0
Coltricia perennis,Coltricia,perennis,"Aproximadamente 74.000 resultados (0,38 segundos) ",74000.0
Colus hirudinosus,Colus,hirudinosus,"Aproximadamente 53.400 resultados (0,34 segundos) ",53400.0
Comatricha nigra,Comatricha,nigra,"Aproximadamente 25.600 resultados (0,70 segundos) ",25600.0
Conocybe,Conocybe,,"Aproximadamente 34.900 resultados (0,40 segundos) ",34900.0
Conocybe apala,Conocybe,apala,"Aproximadamente 20.600 resultados (0,45 segundos) ",20600.0
Conocybe arrhenii,Conocybe,arrhenii,"Aproximadamente 5.480 resultados (0,49 segundos) ",5480.0
Conocybe brunnea,Conocybe,brunnea,"Aproximadamente 15.000 resultados (0,47 segundos) ",15000.0
Conocybe filaris,Conocybe,filaris,"Aproximadamente 27.300 resultados (0,55 segundos) ",27300.0
Conocybe mairei,Conocybe,mairei,"Aproximadamente 13.400 resultados (0,44 segundos) ",13400.0
Conocybe ovalis,Conocybe,ovalis,"Aproximadamente 5.330 resultados (0,38 segundos) ",5330.0
Conocybe pilosella,Conocybe,pilosella,"Aproximadamente 8.870 resultados (0,52 segundos) ",8870.0
Conocybe pseudopilosella,Conocybe,pseudopilosella,"Aproximadamente 2.830 resultados (0,39 segundos) ",2830.0
Conocybe subovalis,Conocybe,subovalis,"Aproximadamente 4.140 resultados (0,33 segundos) ",4140.0
Conocybe tenera,Conocybe,tenera,"Aproximadamente 23.900 resultados (0,37 segundos) ",23900.0
Conocybe teneroides,Conocybe,teneroides,"Aproximadamente 2.380 resultados (0,35 segundos) ",2380.0
Conocybe vestita,Conocybe,vestita,"Aproximadamente 3.570 resultados (0,45 segundos) ",3570.0
Coprinellus curtus,Coprinellus,curtus,"Aproximadamente 301.000 resultados (0,47 segundos) ",301000.0
Coprinellus micaceus,Coprinellus,micaceus,"Aproximadamente 103.000 resultados (0,38 segundos) ",103000.0
Coprinellus xanthothrix,Coprinellus,xanthothrix,"Aproximadamente 12.900 resultados (0,44 segundos) ",12900.0
Coprinopsis alopecia,Coprinopsis,alopecia,"Aproximadamente 6.810 resultados (0,41 segundos) ",6810.0
Coprinopsis atramentaria,Coprinopsis,atramentaria,"Aproximadamente 54.500 resultados (0,33 segundos) ",54500.0
Coprinopsis cinerea,Coprinopsis,cinerea,"Aproximadamente 169.000 resultados (0,34 segundos) ",169000.0
Coprinopsis ephemeroides,Coprinopsis,ephemeroides,"Aproximadamente 42.200 resultados (0,32 segundos) ",42200.0
Coprinopsis erythrocephala,Coprinopsis,erythrocephala,"Aproximadamente 47.800 resultados (0,41 segundos) ",47800.0
Coprinopsis lagopides,Coprinopsis,lagopides,"Aproximadamente 5.140 resultados (0,40 segundos) ",5140.0
Coprinopsis lotinae,Coprinopsis,lotinae,"Aproximadamente 776 resultados (0,37 segundos) ",0.0
Coprinopsis macrocephala,Coprinopsis,macrocephala,"Aproximadamente 5.410 resultados (0,42 segundos) ",5410.0
Coprinopsis pseudoradiata,Coprinopsis,pseudoradiata,"Aproximadamente 3.170 resultados (0,38 segundos) ",3170.0
Coprinopsis radiata,Coprinopsis,radiata,"Aproximadamente 94.400 resultados (0,41 segundos) ",94400.0
